,text
217,Dee @DeeWaynee94·4h
218,Dee @DeeWaynee94·4h
219,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
220,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
221,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
222,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
223,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
224,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
225,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
226,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
227,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
228,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
229,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
230,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
231,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
232,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
233,Akash Maniam@ManiamAkash·5h
234,Akash Maniam@ManiamAkash·5h
235,Akash Maniam@ManiamAkash·5h
236,Akash Maniam@ManiamAkash·5h
237,Akash Maniam@ManiamAkash·5h
238,Akash Maniam@ManiamAkash·5h
239,Akash Maniam@ManiamAkash·5h
240,Akash Maniam@ManiamAkash·5h
241,Akash Maniam@ManiamAkash·5h
242,Akash Maniam@ManiamAkash·5h
243,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
244,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
245,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
246,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
247,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
248,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
249,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
250,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
251,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
252,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
253,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
254,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
255,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
256,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
257,Ada Lluch@ada_lluch·7h
258,Ada Lluch@ada_lluch·7h
259,Ada Lluch@ada_lluch·7h
260,Ada Lluch@ada_lluch·7h
261,Ada Lluch@ada_lluch·7h
262,Ada Lluch@ada_lluch·7h
263,Ada Lluch@ada_lluch·7h
264,Ada Lluch@ada_lluch·7h
265,Ada Lluch@ada_lluch·7h
266,Ada Lluch@ada_lluch·7h
267,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
268,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
269,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
270,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
271,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
272,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
273,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
274,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
275,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
276,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
277,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
278,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
279,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
280,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
281,Brotherhood@DiggingInTheDi1·3h
282,Brotherhood@DiggingInTheDi1·3h
283,Brotherhood@DiggingInTheDi1·3h
284,Brotherhood@DiggingInTheDi1·3h
285,Brotherhood@DiggingInTheDi1·3h
286,Brotherhood@DiggingInTheDi1·3h
287,Brotherhood@DiggingInTheDi1·3h
288,Brotherhood@DiggingInTheDi1·3h
289,Brotherhood@DiggingInTheDi1·3h
290,Brotherhood@DiggingInTheDi1·3h
291,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
292,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
293,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
294,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
295,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
296,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
297,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
298,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
299,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
300,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
301,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
302,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
303,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
304,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
305,Junior 2nd@AbuSaeed1007·2h
306,Junior 2nd@AbuSaeed1007·2h
307,Junior 2nd@AbuSaeed1007·2h
308,Junior 2nd@AbuSaeed1007·2h
309,Junior 2nd@AbuSaeed1007·2h
310,Junior 2nd@AbuSaeed1007·2h
311,Junior 2nd@AbuSaeed1007·2h
312,Junior 2nd@AbuSaeed1007·2h
313,Junior 2nd@AbuSaeed1007·2h
314,Junior 2nd@AbuSaeed1007·2h
315,"Alex@alex_avoigt·6hNo, it won't, in fact in 2024, the  European population saw even a slight increase, reaching an estimated 745 million, with a growth rate of around 0.4%

Also, it is well known and established fact in the science community that once people reach a certain standard of living,Show more791111131K"
316,Jon@JonIsTheFuture·6hThe jewish agenda is to get rid of white people71482K42K
317,"Dee @DeeWaynee94·4hEurope isn’t “dying,” it’s evolving, fewer kids by choice, not collapse.
Low birth rate isn’t doom, it’s demographic transition.

You want more babies? Try affordable housing, work-life balance, and dignity, not panic-peddling like it’s 1930.54521K20K"
318,Akash Maniam@ManiamAkash·5hEurope needs to crush russian imperialism to have a peaceful future worth bringing kids into. Simple as that.1011024031K
319,Ada Lluch@ada_lluch·7hFive kids per couple should be the norm.1492544844K
320,"Brotherhood@DiggingInTheDi1·3hThe only known solution is not allowing women to work or pursue higher education

Neither you nor the mainstream masses are ready for that conversation yet26224297K"
321,"Junior 2nd@AbuSaeed1007·2hWanna fix the problem? 

Ban LGBT 

The status will change dramatically, you cannot have it both ways.26435.1K"
